Custid,Education,Marital_Status,Recency,MntMiniatures,MntPainting_Material,MntCard_Games,MntMagazines,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,DepVar,IMP_Income,_WARN_,IMP_MntBrandA__Material,IMP_MntScenario,campaign_acceptance,Childhome,Mnt,Frq,average_purchase,age,loyalty
140028071,Graduation,Single,19,0.3361090083,0.2059046177,0.2172596518,0.0272520818,0.09375,0.375,0.21875,0.40625,4,0,0,79357,,0.0249810749,0.2134746404,0,1,1321,32,41.28125,31,43
140028092,Master,Married,1,0.9272727273,0,0.0727272727,0,0.1363636364,0.5,0.1363636364,0.3636363636,8,0,1,55649,,0.0522727273,0,2,1,440,22,20,69,26
140028104,Graduation,Together,5,0.2608695652,0.2608695652,0.0869565217,0.2173913043,0.1,0.4,0.3,0.3,6,0,0,22668,,0.8695652174,0.1739130435,1,0,23,10,2.3,45,42
140028119,Graduation,Married,88,0.5187969925,0.037593985,0.3984962406,0.030075188,0.4,0.45,0.3,0.25,6,0,0,63772,,0.5288220551,0.015037594,1,1,399,20,19.95,40,43
140028125,Master,Married,71,0.4109589041,0.0410958904,0.5205479452,0,0.0769230769,0.3846153846,0.2307692308,0.3846153846,2,0,0,60740,,0.1643835616,0.0273972603,0,1,73,13,5.6153846154,46,25
140028137,Master,Married,84,0.8546255507,0.013215859,0.1145374449,0,0.1176470588,0.4705882353,0.1764705882,0.3529411765,4,0,0,66732,,0.1101321586,0.0176211454,1,1,227,17,13.352941176,40,24
140028182,Master,Together,46,0.4736842105,0,0.4736842105,0.0526315789,0.1,0.5,0.2,0.3,7,0,0,52276,,0.4210526316,0,0,1,19,10,1.9,43,25
140028197,Basic,Single,2,0.0769230769,0.3846153846,0.2051282051,0.0256410256,0.0909090909,0.4545454545,0.1818181818,0.3636363636,6,0,0,13275,,0.2820512821,0.3076923077,0,0,39,11,3.5454545455,39,41
140028203,2n Cycle,Single,39,0.0740740741,0.3148148148,0.2777777778,0.1481481481,0.0909090909,0.4545454545,0.1818181818,0.3636363636,8,0,0,24175,,0.6666666667,0.1851851852,0,1,54,11,4.9090909091,39,42
140028218,Graduation,Together,79,0.7116920842,0.0689905592,0.1938997821,0.0254175744,0.0384615385,0.3846153846,0.2307692308,0.3846153846,4,0,0,74759,,0.0472040668,0,1,0,1377,26,52.961538462,37,38
140028245,Graduation,Together,13,0.6593959732,0.0134228188,0.2852348993,0.0251677852,0.375,0.4583333333,0.2083333333,0.3333333333,6,0,1,70695,,0.1291946309,0.0167785235,0,1,596,24,24.833333333,61,23
140028263,Graduation,Married,56,0.524256651,0.0125195618,0.4315336463,0.015258216,0.0333333333,0.4,0.3,0.3,3,0,0,107317,,0.0109546166,0.0164319249,2,0,2556,30,85.2,55,37
140028275,Graduation,Married,59,0.2600123229,0.0443622921,0.5354282193,0.0271102896,0.04,0.28,0.4,0.32,2,0,0,73950,,0.0961182994,0.1330868762,1,0,1623,25,64.92,45,38
140028278,Master,Together,80,0.3793103448,0.0344827586,0.5517241379,0,0.1666666667,0.4166666667,0.25,0.3333333333,6,0,0,38856,,0.0689655172,0.0344827586,0,1,58,12,4.8333333333,51,34
140028290,Graduation,Together,95,0.3523404255,0.034893617,0.3565957447,0.0417021277,0.1333333333,0.3666666667,0.2333333333,0.4,5,0,0,78928,,0.090212766,0.2144680851,0,1,1175,30,39.166666667,56,33
140028323,Master,Together,27,0.3669923996,0.0249728556,0.4875135722,0.105320304,0.0357142857,0.4642857143,0.1428571429,0.3928571429,5,0,0,80925,,0.0325732899,0.0152008686,0,1,921,28,32.892857143,47,27
140028329,Graduation,Single,34,0.2588235294,0.2352941176,0.3882352941,0,0.1538461538,0.5384615385,0.1538461538,0.3076923077,8,0,0,31718,,0.1529411765,0.1176470588,0,1,85,13,6.5384615385,35,38
140028341,Graduation,Married,3,0.2894736842,0.0526315789,0.5526315789,0,0.2142857143,0.5,0.2857142857,0.2142857143,8,0,1,36405,,0.4561403509,0.1052631579,0,1,114,14,8.1428571429,36,42
140028344,Graduation,Married,78,0.488700565,0.0480225989,0.3389830508,0.0451977401,0.1052631579,0.3684210526,0.2105263158,0.4210526316,3,0,0,80284,,0.2062146893,0.0790960452,0,1,354,19,18.631578947,65,25
140028359,Basic,Together,90,0.0322580645,0.1612903226,0.3548387097,0,0.1,0.5,0.2,0.3,8,0,0,41999,,0.5483870968,0.4516129032,0,0,31,10,3.1,39,43
140028410,Graduation,Married,23,0.4893617021,0.0425531915,0.3829787234,0.0425531915,0.1818181818,0.4545454545,0.1818181818,0.3636363636,7,0,0,47995,,0.0638297872,0.0425531915,0,1,47,11,4.2727272727,59,41
140028419,2n Cycle,Together,96,0.1007194245,0.3884892086,0.1223021583,0.0143884892,0.0769230769,0.3846153846,0.2307692308,0.3846153846,2,0,0,51028,,0.3309352518,0.3741007194,0,0,139,13,10.692307692,29,25
140028422,2n Cycle,Divorced,0,0.8333333333,0,0.1666666667,0,0.1,0.5,0.2,0.3,7,0,0,38969,,0,0,0,1,12,10,1.2,42,24
140028431,Graduation,Together,16,0.123853211,0.1467889908,0.4678899083,0.252293578,0.0625,0.5,0.1875,0.3125,8,0,0,37552,,0.2155963303,0.0091743119,0,0,218,16,13.625,43,39
140028437,Graduation,Single,70,0.8152173913,0,0.1847826087,0,0.2307692308,0.4615384615,0.2307692308,0.3076923077,8,0,0,52940,,0.2717391304,0,0,1,92,13,7.0769230769,64,35
140028482,Graduation,Single,14,0.2040816327,0.0612244898,0.4897959184,0.1632653061,0.0909090909,0.4545454545,0.1818181818,0.3636363636,8,0,0,36810,,0.5714285714,0.0816326531,0,1,49,11,4.4545454545,44,42
140028485,Graduation,Together,65,0.1590909091,0.3863636364,0.1136363636,0.1590909091,0.1666666667,0.4166666667,0.25,0.3333333333,5,0,0,23688,,0.5909090909,0.1818181818,0,1,44,12,3.6666666667,64,38
140028497,Basic,Single,68,0.0610687023,0.106870229,0.320610687,0.1603053435,0.1538461538,0.5384615385,0.1538461538,0.3076923077,9,0,0,30143,,0.3282442748,0.3511450382,0,1,131,13,10.076923077,27,45
140028509,Master,Together,0,0.6646706587,0.0119760479,0.3053892216,0.005988024,0.1333333333,0.4666666667,0.2,0.3333333333,8,0,1,36981,,0.1976047904,0.0119760479,1,1,167,15,11.133333333,37,36
140028512,Basic,Together,38,0.0487804878,0.0365853659,0.0243902439,0.012195122,0.2142857143,0.5,0.2142857143,0.2857142857,7,0,0,25120,,0.3902439024,0.8780487805,0,1,82,14,5.8571428571,33,32
140028515,Graduation,Married,13,0.581027668,0.0118577075,0.3754940711,0.0158102767,0.1176470588,0.4117647059,0.2352941176,0.3529411765,4,0,0,52524,,0.1343873518,0.0158102767,0,1,253,17,14.882352941,40,40
140028524,2n Cycle,Married,2,0.3526011561,0.0366088632,0.5789980732,0.0096339114,0.03125,0.25,0.3125,0.4375,4,0,1,113869,,0.0284200385,0.0221579961,1,1,2076,32,64.875,50,40
140028536,2n Cycle,Single,10,0.3818503241,0.0878020035,0.4401885681,0.0530347672,0.03125,0.375,0.375,0.25,3,0,1,112291,,0.0253388332,0.0371243371,1,0,1697,32,53.03125,31,25
140028539,Graduation,Married,26,0.5238095238,0,0.4285714286,0.0476190476,0.1,0.5,0.2,0.3,8,0,0,30489,,0.7142857143,0,1,1,21,10,2.1,46,35
140028572,Basic,Single,10,0.4157060519,0.023054755,0.3760806916,0.0280979827,0.0909090909,0.4242424242,0.1515151515,0.4242424242,5,0,0,90478,,0.0403458213,0.1570605187,0,1,1388,33,42.060606061,61,32
140028602,Graduation,Married,81,0.4146254881,0.0486332978,0.4756833511,0.0291089812,0,0.3125,0.3125,0.375,3,0,0,111295,,0.0422435215,0.0319488818,2,0,2817,32,88.03125,39,35
140028614,2n Cycle,Married,48,0.0434782609,0.0652173913,0.1304347826,0.1956521739,0.0833333333,0.4166666667,0.1666666667,0.4166666667,4,0,0,30492,,0.1304347826,0.5652173913,0,1,46,12,3.8333333333,40,32
140028620,2n Cycle,Single,32,0.2830188679,0.1132075472,0.4528301887,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,8,0,0,34531,,0.1320754717,0.1509433962,0,1,53,11,4.8181818182,34,42
140028629,Graduation,Married,3,0.0603773585,0.1132075472,0.3471698113,0.1245283019,0.125,0.5625,0.1875,0.25,9,0,0,27027,,0.1056603774,0.3547169811,0,0,265,16,16.5625,57,38
140028635,2n Cycle,Single,73,0.6912568306,0,0.1530054645,0.1010928962,0.2272727273,0.2727272727,0.2272727273,0.5,8,0,0,72466,,0.0355191257,0.0546448087,1,1,1098,22,49.909090909,65,36
140028644,Graduation,Together,45,0.5572519084,0,0.3969465649,0.0152671756,0.45,0.5,0.2,0.3,7,0,0,51651,,0.1094147583,0.0305343511,0,1,393,20,19.65,49,41
140028653,Basic,Married,30,0.0357142857,0,0.2142857143,0.3214285714,0.0909090909,0.4545454545,0.1818181818,0.3636363636,5,0,0,26638,,0.4642857143,0.4285714286,0,1,28,11,2.5454545455,43,36
140028656,Graduation,Married,53,0.4036697248,0.0091743119,0.3165137615,0.1055045872,0.125,0.3125,0.4375,0.25,2,0,0,72180,,0.2339449541,0.1651376147,0,1,218,16,13.625,51,35
140028662,Graduation,Married,20,0.9045437682,0,0.0875364937,0,0.1052631579,0.3684210526,0.1578947368,0.4736842105,4,0,0,66927.346154,,0.0389051083,0.0079197381,1,1,308.44278607,19,16.233830846,49,28
140028674,2n Cycle,Single,29,0.3242105263,0.0185263158,0.5621052632,0.0728421053,0.0416666667,0.4583333333,0.2083333333,0.3333333333,3,0,1,100853.07194,,0.0134736842,0.0223157895,1,0,2375,24,98.958333333,28,41
140028680,Basic,Together,16,0.0416666667,0.25,0.375,0.1666666667,0.0769230769,0.5384615385,0.1538461538,0.3076923077,8,0,0,25439,,0.3333333333,0.1666666667,0,0,72,13,5.5384615385,26,33
140028707,Graduation,Married,49,0.4105263158,0.0315789474,0.4631578947,0.0315789474,0.2857142857,0.5,0.2142857143,0.2857142857,7,0,0,42910,,0.0631578947,0.0631578947,0,1,95,14,6.7857142857,37,36
140028716,Graduation,Married,4,0.6115107914,0.0791366906,0.2589928058,0.0071942446,0.0714285714,0.5,0.2142857143,0.2857142857,6,0,0,60536,,0.2589928058,0.0431654676,0,1,139,14,9.9285714286,38,25
140028725,Graduation,Married,56,0.2823834197,0.0906735751,0.2642487047,0.103626943,0.0526315789,0.3684210526,0.2105263158,0.4210526316,3,0,0,72153,,0.0284974093,0.2590673575,0,1,386,19,20.315789474,51,24
140028731,Graduation,Married,98,0.5632768362,0.0129943503,0.3508474576,0.0389830508,0.0333333333,0.3,0.2666666667,0.4333333333,2,0,0,101887,,0.0559322034,0.0338983051,3,0,1770,30,59,53,31
140028755,Master,Divorced,86,0.4434782609,0.0608695652,0.4130434783,0.0043478261,0.0625,0.5,0.1875,0.3125,6,0,0,61215,,0.1391304348,0.0782608696,0,0,230,16,14.375,67,37
140028782,2n Cycle,Divorced,64,0.3139534884,0.0697674419,0.3372093023,0.023255814,0.2142857143,0.5,0.1428571429,0.3571428571,6,1,0,29469,,0.0930232558,0.2558139535,0,1,86,14,6.1428571429,40,27
140028788,Graduation,Together,34,0.7333333333,0.0119047619,0.2333333333,0.0071428571,0.3333333333,0.5714285714,0.1428571429,0.2857142857,8,0,0,49049,,0.119047619,0.0142857143,1,1,420,21,20,44,28
140028794,Graduation,Married,6,0.9254498715,0,0.0745501285,0,0.2380952381,0.4761904762,0.1428571429,0.380952381,8,0,0,45227,,0.1413881748,0,0,1,389,21,18.523809524,48,34
140028803,Graduation,Single,0,0.6289855072,0.0260869565,0.2927536232,0.0173913043,0.4210526316,0.4210526316,0.1578947368,0.4210526316,6,0,1,69510,,0.5072463768,0.0347826087,0,1,345,19,18.157894737,60,40
140028806,Graduation,Married,80,0.4644268775,0.0296442688,0.2424242424,0.022397892,0.1,0.5,0.3333333333,0.1666666667,5,0,0,83167.046875,,0.0783926219,0.2411067194,0,1,1518,30,50.6,45,44
140028812,2n Cycle,Divorced,29,0.575389948,0,0.2183708839,0.0537261698,0.0869565217,0.5217391304,0.2173913043,0.2608695652,8,0,0,67613,,0.0433275563,0.1525129983,0,1,577,23,25.086956522,60,40
140028827,Graduation,Together,6,0.3714232437,0.0229947234,0.5222530394,0.0280613573,0.037037037,0.3333333333,0.3333333333,0.3333333333,2,0,1,92504.21147,,0.0802866613,0.0552676362,1,0,2565.8060345,27,95.029853129,39,40
140028830,2n Cycle,Widow,29,0.8500727802,0,0.0858806405,0.0262008734,0.1538461538,0.5384615385,0.1153846154,0.3461538462,8,0,0,71301,,0.0247452693,0.037845706,1,1,687,26,26.423076923,59,23
140028857,Graduation,Divorced,87,0.2941176471,0.1764705882,0.1764705882,0.1176470588,0.1,0.4,0.2,0.4,4,0,0,34857,,0,0.2352941176,0,0,17,10,1.7,34,29
140028860,Graduation,Widow,31,0.2192192192,0.0690690691,0.6096096096,0.0600600601,0.2222222222,0.5,0.1666666667,0.3333333333,8,0,1,41848,,0.2852852853,0.042042042,0,1,333,18,18.5,46,42
140028863,Graduation,Married,41,0.2142857143,0.1753246753,0.4415584416,0.0519480519,0.0714285714,0.5714285714,0.1428571429,0.2857142857,9,0,0,44054,,0.2532467532,0.1168831169,0,0,154,14,11,60,34
140028890,Graduation,Married,17,0.3168316832,0,0.3465346535,0.0594059406,0.0714285714,0.4285714286,0.2142857143,0.3571428571,5,0,0,44107,,0.0693069307,0.2772277228,0,0,101,14,7.2142857143,71,36
140028893,Master,Single,14,0.5080645161,0.0967741935,0.2177419355,0,0.0526315789,0.4736842105,0.1578947368,0.3684210526,5,0,0,74633,,0.1195331886,0.1774193548,0,1,372,19,19.578947368,65,26
140028899,Graduation,Divorced,74,0.5075921909,0.114967462,0.2407809111,0.0542299349,0.0952380952,0.3333333333,0.1904761905,0.4761904762,3,0,0,58992,,0.0650759219,0.0824295011,0,0,461,21,21.952380952,58,41
140028911,Graduation,Together,71,0.1561365287,0.0319535221,0.6528685548,0.1205519245,0,0.35,0.4,0.25,1,0,0,100913,,0.0718954248,0.0384894699,0,0,1377,20,68.85,39,23
140028914,2n Cycle,Together,63,0.6121212121,0.0090909091,0.3606060606,0.0060606061,0.3684210526,0.5263157895,0.1578947368,0.3157894737,7,0,0,61352,,0.1515151515,0.0121212121,0,1,330,19,17.368421053,38,36
140028920,Graduation,Married,46,0.6242774566,0.0404624277,0.2485549133,0.0173410405,0.1052631579,0.4210526316,0.2105263158,0.3684210526,4,0,0,70833,,0.0693641618,0.0693641618,0,1,346,19,18.210526316,57,25
140028947,2n Cycle,Divorced,32,0.1493506494,0.1688311688,0.2272727273,0.1948051948,0.0714285714,0.4285714286,0.2142857143,0.3571428571,3,0,0,58231,,0.0779220779,0.2597402597,0,1,154,14,11,40,29
140028998,2n Cycle,Together,6,0.4291158537,0.0495426829,0.1387195122,0.118902439,0.0333333333,0.3666666667,0.2,0.4333333333,4,0,0,111449,,0.1288109756,0.2637195122,1,0,1312,30,43.733333333,56,37
140029004,Master,Together,16,0.8697368421,0,0.1302631579,0,0.1052631579,0.4210526316,0.2631578947,0.3157894737,6,0,0,83862,,0.025,0,0,1,1520,19,80,47,31
140029022,2n Cycle,Married,60,0.1748366013,0.045751634,0.5996732026,0.1348039216,0.05,0.4,0.35,0.25,2,0,0,103409,,0.0808823529,0.0449346405,0,0,1224,20,61.2,38,42
140029025,Graduation,Divorced,67,0.8076563668,0.0156522552,0.1690443558,0,0.1578947368,0.5263157895,0.1578947368,0.3157894737,7,0,0,50546,,0.1220875903,0.0076470222,0,1,319.44278607,19,16.812778214,46,34
140029031,Basic,Married,23,0,0.4090909091,0.2272727273,0.0909090909,0.1818181818,0.4545454545,0.2727272727,0.2727272727,7,0,0,20053,,0.9090909091,0.2727272727,0,1,22,11,2,59,38
140029037,2n Cycle,Single,33,0.7846715328,0.0109489051,0.1824817518,0.0072992701,0.3888888889,0.5,0.2777777778,0.2222222222,7,0,1,51326,,0.3905109489,0.0145985401,1,1,274,18,15.222222222,42,31
140029043,Basic,Single,83,0.388,0.0702857143,0.44,0.0771428571,0.0454545455,0.3181818182,0.4090909091,0.2727272727,6,0,0,84672,,0.1725714286,0.0245714286,1,1,1750,22,79.545454545,36,45
140029097,Graduation,Single,89,0.3739090492,0.0711988976,0.4175470831,0.0427193385,0.0606060606,0.4242424242,0.3939393939,0.1818181818,6,0,0,86029,,0.0514469453,0.0946256316,0,1,2177,33,65.96969697,52,39
140029109,Graduation,Together,48,0.8441558442,0,0.1558441558,0,0.3333333333,0.4666666667,0.2,0.3333333333,7,0,0,43366,,0.0454545455,0,1,1,154,15,10.266666667,56,34
140029118,Graduation,Married,63,0.6055846422,0.0244328098,0.2722513089,0.0314136126,0.1304347826,0.4347826087,0.1739130435,0.3913043478,7,0,0,54373,,0.0209424084,0.0663176265,0,1,573,23,24.913043478,51,34
140029124,Basic,Divorced,23,0.2383419689,0.1010362694,0.481865285,0.0751295337,0.1052631579,0.5263157895,0.1578947368,0.3157894737,8,0,0,57869,,0.1088082902,0.103626943,0,1,386,19,20.315789474,62,39
140029142,Basic,Married,76,0.0571428571,0.4714285714,0.2428571429,0.0285714286,0.1538461538,0.5384615385,0.1538461538,0.3076923077,8,0,0,28340,,0.6,0.2,0,1,70,13,5.3846153846,41,42
140029145,Master,Single,55,0.7446808511,0,0.2042553191,0.0170212766,0.4090909091,0.5454545455,0.1363636364,0.3181818182,8,0,0,55654,,0.1425531915,0.0340425532,1,1,470,22,21.363636364,56,40
140029148,PhD,Married,87,0.8076171875,0,0.18359375,0.0087890625,0.0952380952,0.3333333333,0.1904761905,0.4761904762,6,0,0,83421,,0.0244140625,0,1,1,1024,21,48.761904762,41,28
140029154,Graduation,Divorced,14,0.5010380623,0.0373702422,0.4131487889,0.0152249135,0.0857142857,0.4,0.2857142857,0.3142857143,7,0,1,73833,,0.0325259516,0.0332179931,0,1,1445,35,41.285714286,46,43
140029157,PhD,Together,96,0.7368421053,0,0.2631578947,0,0.1,0.5,0.2,0.3,7,0,0,30925,,0,0,0,1,19,10,1.9,48,28
140029169,2n Cycle,Together,5,0.3968253968,0.0361904762,0.3885714286,0.0653968254,0.0384615385,0.3076923077,0.2692307692,0.4230769231,1,0,0,98216,,0.0101587302,0.113015873,0,0,1575,26,60.576923077,28,27
140029187,2n Cycle,Divorced,31,0.5198537095,0.0877742947,0.3270637409,0.0151515152,0.0322580645,0.1935483871,0.3548387097,0.4516129032,5,0,1,81937,,0.0276907001,0.0501567398,0,0,1914,31,61.741935484,38,45
140029190,PhD,Single,95,0.4565217391,0.0434782609,0.5,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,6,0,0,57804,,0.1258948839,0,0,1,46,11,4.1818181818,42,40
140029196,Graduation,Together,7,0.57,0.0257142857,0.3628571429,0.0242857143,0.04,0.36,0.16,0.48,3,0,0,77778,,0.2128571429,0.0171428571,0,1,700,25,28,53,37
140029223,Graduation,Single,35,0.2400393507,0.0334481062,0.5750122971,0.0472208559,0.05,0.4,0.25,0.35,2,0,0,92524,,0.0393507132,0.1042793901,0,0,2033,20,101.65,30,36
140029241,PhD,Married,21,0.160164271,0.0328542094,0.7443531828,0.0195071869,0.0344827586,0.4137931034,0.1724137931,0.4137931034,3,0,1,108656,,0.0564681725,0.0431211499,2,0,974,29,33.586206897,39,36
140029244,Graduation,Together,26,0.1352941176,0.143697479,0.7210084034,0,0.03125,0.3125,0.34375,0.34375,3,0,1,99229,,0.1,0,4,0,1190,32,37.1875,63,37
140029247,2n Cycle,Widow,1,0.3947368421,0.1184210526,0.3026315789,0.1052631579,0.1666666667,0.4166666667,0.1666666667,0.4166666667,4,0,0,70253,,0.1315789474,0.0789473684,0,1,76,12,6.3333333333,55,33
140029256,Basic,Together,97,0.1997206704,0.0195530726,0.6829608939,0.0279329609,0.0476190476,0.380952381,0.2857142857,0.3333333333,1,0,0,102205,,0.0516759777,0.0698324022,0,0,716,21,34.095238095,42,29
140029259,2n Cycle,Together,72,0.1663585952,0.4103512015,0.2273567468,0.0517560074,0.1428571429,0.380952381,0.1904761905,0.4285714286,3,0,0,66199,,0.0942698706,0.1441774492,0,1,541,21,25.761904762,56,25
140029265,Master,Married,55,0.7619047619,0.0952380952,0.1428571429,0,0.1818181818,0.4545454545,0.1818181818,0.3636363636,5,0,0,50337,,0.2857142857,0,0,1,21,11,1.9090909091,61,25
140029280,Graduation,Together,71,0.4864864865,0.027027027,0.3648648649,0.0675675676,0.2307692308,0.4615384615,0.2307692308,0.3076923077,8,0,0,43666,,0.0810810811,0.0540540541,0,1,74,13,5.6923076923,41,38
140029295,Graduation,Married,31,0.7230769231,0.0261538462,0.22,0.0153846154,0.16,0.44,0.16,0.4,7,0,0,68443,,0.32,0.0153846154,0,1,650,25,26,51,39
140029313,Basic,Married,84,0.3529411765,0,0.4705882353,0.0588235294,0.1,0.5,0.2,0.3,5,0,0,48302,,0.1764705882,0.1176470588,0,1,17,10,1.7,26,24
140029343,Graduation,Single,33,0.4302325581,0,0.488372093,0.011627907,0.1538461538,0.4615384615,0.3076923077,0.2307692308,3,0,0,55008,,0.8372093023,0.0697674419,1,1,86,13,6.6153846154,50,40
140029346,Graduation,Married,38,0.5263157895,0.0394736842,0.3815789474,0,0.1666666667,0.5,0.1666666667,0.3333333333,9,0,0,31922,,0.0394736842,0.0526315789,0,1,76,12,6.3333333333,36,43
140029352,Master,Single,9,0.6803418803,0.041025641,0.2205128205,0.0581196581,0.0416666667,0.5,0.2083333333,0.2916666667,6,0,0,84565,,0.0717948718,0,1,0,585,24,24.375,41,32
140029370,Graduation,Married,10,0.6691275168,0.0261744966,0.2711409396,0.0161073826,0.037037037,0.5185185185,0.2222222222,0.2592592593,4,0,0,83247,,0.0369127517,0.0174496644,2,0,1490,27,55.185185185,70,39
140029376,Master,Divorced,47,0.3386809269,0.0472370766,0.5320855615,0.0356506239,0.3,0.4333333333,0.1666666667,0.4,7,0,0,68560,,0.0516934046,0.0463458111,0,1,1122,30,37.4,60,36
140029394,Graduation,Together,35,0.2908777969,0.0920826162,0.4018932874,0.0619621343,0.05,0.3,0.3,0.4,1,0,0,84482,,0.0197934596,0.1531841652,0,0,1162,20,58.1,66,29
140029397,2n Cycle,Divorced,42,0.347826087,0.0597826087,0.5344202899,0.0579710145,0.0333333333,0.2333333333,0.3333333333,0.4333333333,1,0,1,96111,,0.0099637681,0,2,0,1104,30,36.8,48,26
140029400,2n Cycle,Married,67,0.2352291552,0.0110436223,0.5958034235,0.0265046935,0.037037037,0.2962962963,0.4074074074,0.2962962963,3,0,1,80159,,0.0298177802,0.1314191055,2,0,1811,27,67.074074074,28,36
140029418,Master,Together,45,0.6018251681,0,0.3222862632,0.0076849183,0.0882352941,0.4411764706,0.2058823529,0.3529411765,8,0,0,81043,,0.0220941402,0.0682036503,1,1,2082,34,61.235294118,40,36
140029457,Basic,Divorced,29,0.0357142857,0.4642857143,0.1071428571,0,0.2307692308,0.4615384615,0.2307692308,0.3076923077,7,0,0,11241,,0.8035714286,0.3928571429,1,1,56,13,4.3076923077,34,33
140029460,Graduation,Together,88,0.5434782609,0,0.3260869565,0.0434782609,0.0909090909,0.4545454545,0.1818181818,0.3636363636,7,0,0,56240,,0.4130434783,0.0869565217,0,1,46,11,4.1818181818,64,40
140029472,Graduation,Single,16,0.6766917293,0.015037594,0.2706766917,0.022556391,0.2142857143,0.5,0.2142857143,0.2857142857,8,0,0,39841,,0.4511278195,0.015037594,0,1,133,14,9.5,40,43
140029478,Master,Divorced,36,0.8167701863,0.0155279503,0.1677018634,0,0.1578947368,0.5263157895,0.1578947368,0.3157894737,8,0,0,60263,,0.1335403727,0,0,1,322,19,16.947368421,53,36
140029496,Graduation,Together,78,0.1555806088,0.2029312289,0.3449830891,0.0124013529,0.12,0.44,0.24,0.32,5,0,0,93577,,0.0879368658,0.2841037204,0,1,887,25,35.48,39,36
140029526,Graduation,Single,97,0.1236312257,0.2251854468,0.4106322854,0.0353232073,0.2,0.5333333333,0.1333333333,0.3333333333,9,0,0,29484,,0.2560932533,0.2052278347,0,1,226.48,15,15.098666667,27,39
140029532,Graduation,Together,0,0.2596401028,0.1143958869,0.4807197943,0.0552699229,0.04,0.32,0.32,0.36,3,0,0,68985,,0.2172236504,0.0899742931,0,0,778,25,31.12,42,27
140029538,2n Cycle,Single,25,0.3476190476,0.1857142857,0.2857142857,0.119047619,0.05,0.35,0.2,0.45,2,0,0,73992,,0.3976190476,0.0619047619,0,1,420,20,21,62,27
140029571,Graduation,Together,9,0.3148148148,0.0555555556,0.4722222222,0.1203703704,0.1538461538,0.5384615385,0.2307692308,0.2307692308,7,0,1,68082,,0.5833333333,0.037037037,0,1,108,13,8.3076923077,60,33
140029595,PhD,Married,9,0.3613053613,0.0699300699,0.4265734266,0.034965035,0.1,0.45,0.25,0.3,5,0,0,66705,,0.2261072261,0.1072261072,0,1,429,20,21.45,64,26
140029598,PhD,Single,52,0.5059241706,0.0379146919,0.3981042654,0.0082938389,0.1851851852,0.5185185185,0.1481481481,0.3333333333,7,0,0,70992,,0.0545023697,0.0497630332,0,1,844,27,31.259259259,50,39
140029604,Graduation,Single,40,0.5625,0.0416666667,0.1875,0.0416666667,0.0833333333,0.5,0.1666666667,0.3333333333,6,0,0,33282,,0.0833333333,0.1666666667,0,1,48,12,4,41,37
140029610,Master,Divorced,2,0.8466757123,0.0149253731,0.1289009498,0.0094979647,0.4074074074,0.5185185185,0.1851851852,0.2962962963,8,0,1,63990,,0.0502035278,0,0,1,737,27,27.296296296,56,45
140029616,Graduation,Married,81,0.34625,0.0475,0.3375,0.10875,0.1538461538,0.4230769231,0.2692307692,0.3076923077,6,0,0,73711,,0.335,0.16,0,1,800,26,30.769230769,50,45
140029631,Master,Married,51,0.5450236967,0.0236966825,0.3981042654,0.0047393365,0.3125,0.5625,0.1875,0.25,9,0,0,25574,,0.0331753555,0.028436019,0,1,211,16,13.1875,34,44
140029634,PhD,Together,47,0.5697674419,0.011627907,0.3953488372,0.007751938,0.1176470588,0.4705882353,0.2352941176,0.2941176471,6,0,0,51470,,0.1124031008,0.015503876,0,1,258,17,15.176470588,44,35
140029646,Graduation,Together,91,0.862745098,0,0.1288515406,0.0084033613,0.1875,0.40625,0.15625,0.4375,6,0,0,78703,,0.1120448179,0,0,1,1071,32,33.46875,54,41
140029652,Graduation,Married,5,0.3636363636,0,0.4545454545,0,0.1,0.5,0.2,0.3,6,0,0,46706,,0,0.1818181818,0,1,11,10,1.1,52,25
140029667,Master,Single,30,0.5564588979,0.0379403794,0.2818428184,0.0388437218,0.0476190476,0.4285714286,0.2380952381,0.3333333333,2,0,0,95979,,0.0659439928,0.0849141825,1,0,1107,21,52.714285714,57,24
140029673,2n Cycle,Divorced,37,0.256097561,0.0609756098,0.5081300813,0.0203252033,0.125,0.5,0.1875,0.3125,7,0,0,52365,,0.1016260163,0.1544715447,0,1,246,16,15.375,42,45
140029682,Master,Single,16,0.502173913,0.0253623188,0.4391304348,0,0.0416666667,0.2916666667,0.4583333333,0.25,1,0,1,92880,,0.0543478261,0.0333333333,0,0,1380,24,57.5,51,27
140029685,Master,Widow,1,0.4933616569,0.0509824748,0.4078597982,0.0308019118,0.0476190476,0.4285714286,0.2380952381,0.3333333333,2,0,1,103176,,0.0223048327,0.0169941583,1,0,1883,21,89.666666667,68,32
140029688,Basic,Together,90,0.4050632911,0.1012658228,0.3670886076,0.0759493671,0.1666666667,0.5,0.25,0.25,7,0,0,53760,,0.5949367089,0.0506329114,1,1,79,12,6.5833333333,53,33
