Education,Marital_Status,MntMiniatures,MntPainting_Material,MntCard_Games,MntMagazines,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Complain,DepVar,_WARN_,IMP_MntBrandA__Material,IMP_MntScenario,Childhome,RANGE_Frq,RANGE_IMP_Income,RANGE_Mnt,RANGE_NumWebVisitsMonth,RANGE_Recency,RANGE_age,RANGE_average_purchase,RANGE_campaign_acceptance,RANGE_loyalty
Graduation,Together,0.4908664648,0.1098954772,0.2100224675,0.0757057732,0.3,0.45,0.15,0.4,0,0,,0.0634951646,0.1135098173,1,0.3333333333,0.5999299659,0.1231867118,0.4545454545,0.8787878788,0.7454545455,0.1410569301,0.25,0
2n Cycle,Single,0.1840375587,0.0591549296,0.6704225352,0.0356807512,0.0357142857,0.2857142857,0.25,0.4642857143,0,1,,0.2056338028,0.0507042254,0,0.6,0.8470454346,0.3248231313,0.3636363636,0.1515151515,0.0909090909,0.267612642,0,0.6956521739
Graduation,Divorced,0.5657568238,0.0136476427,0.3387096774,0.047146402,0.1481481481,0.3703703704,0.2962962963,0.3333333333,0,0,,0.0459057072,0.0347394541,1,0.5666666667,0.4264904141,0.2451553368,0.5454545455,0.8585858586,0.8363636364,0.2086369338,0,0.9565217391
Basic,Married,0.1356321839,0.0804597701,0.4482758621,0.0367816092,0.3157894737,0.5263157895,0.2105263158,0.2631578947,0,0,,0.567816092,0.2988505747,1,0.3,0.2199247133,0.1310366041,0.5454545455,0.6666666667,0.4727272727,0.1585015867,0.25,0.7391304348
Graduation,Married,0.3870967742,0.064516129,0.2580645161,0.0967741935,0.25,0.5,0.1666666667,0.3333333333,0,0,,0.3225806452,0.1935483871,1,0.0666666667,0.0674428784,0.0067671486,0.2727272727,0.2828282828,0.2909090909,0.012130675,0,0.0869565217
Graduation,Married,0.2272727273,0.0909090909,0.3636363636,0.1363636364,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.2727272727,0.1818181818,1,0.0333333333,0.1685984417,0.0039987696,0.0909090909,0.101010101,0.5090909091,0.0079269757,0,0.1304347826
PhD,Divorced,0.7142857143,0,0.2857142857,0,0.0833333333,0.4166666667,0.25,0.3333333333,0,0,,0.0612244898,0,1,0.0666666667,0.4068633459,0.0123039065,0.0909090909,0,0.7272727273,0.0229401874,0,0.0434782609
Graduation,Single,0.5072463768,0.0217391304,0.4057971014,0.0217391304,0.2142857143,0.5,0.2142857143,0.2857142857,0,0,,0.1739130435,0.0434782609,1,0.1333333333,0.4435699904,0.0396800984,0.3636363636,0.2626262626,0.4,0.064548231,0,0.7826086957
Graduation,Together,0.1958762887,0.0618556701,0.4948453608,0.0824742268,0.2307692308,0.4615384615,0.2307692308,0.3076923077,0,1,,0.5257731959,0.1649484536,1,0.1,0.1418191368,0.0270685943,0.3636363636,0.2222222222,0.5090909091,0.0472846874,0.25,0.9565217391
Master,Widow,0.8307692308,0.0102564103,0.1538461538,0.0051282051,0.125,0.5,0.25,0.25,0,0,,0.1948717949,0,1,0.2,0.4919460737,0.0572131652,0.3636363636,0.6666666667,0.6,0.0813415806,0,0.1739130435
Graduation,Married,0.3802816901,0.0563380282,0.3802816901,0.0422535211,0.25,0.5,0.2,0.3,0,1,,0.2276995305,0.1408450704,1,0.3333333333,0.2626805568,0.1282682252,0.5454545455,0.1717171717,0.3454545455,0.1470093682,0,0.9130434783
Graduation,Married,0.1192307692,0.1961538462,0.5884615385,0.0038461538,0.125,0.5,0.1875,0.3125,0,0,,0.0730769231,0.0923076923,0,0.2,0.2229711985,0.0772070132,0.3636363636,0.8181818182,0.4727272727,0.1106173433,0,0.5217391304
2n Cycle,Divorced,0.4375,0.0138888889,0.4791666667,0.0277777778,0.2857142857,0.5,0.2142857143,0.2857142857,0,1,,0.0277777778,0.0416666667,1,0.1333333333,0.28750766,0.0415256844,0.3636363636,0.2929292929,0.4727272727,0.0676366631,0,0.3913043478
Master,Together,0.5253093363,0,0.3363329584,0.0708661417,0.1071428571,0.3928571429,0.1428571429,0.4642857143,0,0,,0.0438695163,0.0674915636,1,0.6,0.5108640462,0.2706859428,0.6363636364,0.6363636364,0.8363636364,0.2223156378,0,0.7826086957
Graduation,Together,0.5470737913,0.0763358779,0.2900763359,0.0712468193,0.1,0.3,0.3,0.4,0,0,,0.0432569975,0.0152671756,1,0.3333333333,0.5010154951,0.1181175023,0.1818181818,0.0101010101,0.4363636364,0.1351189046,0,0.1304347826
Master,Married,0.375,0,0.5625,0.0625,0.1,0.5,0.2,0.3,0,0,,0.125,0,1,0,0.1097084829,0.0021531836,0.4545454545,0.9898989899,0.5272727273,0.0050444391,0,0.652173913
Graduation,Single,0.3361090083,0.2059046177,0.2172596518,0.0272520818,0.09375,0.375,0.21875,0.40625,0,0,,0.0249810749,0.2134746404,1,0.7333333333,0.615924013,0.4035681329,0.7272727273,0.1919191919,0.2181818182,0.2910010809,0,0.8695652174
Master,Married,0.9272727273,0,0.0727272727,0,0.1363636364,0.5,0.1363636364,0.3636363636,0,1,,0.0522727273,0,1,0.4,0.4083778342,0.1325745924,0.6363636364,0.0101010101,0.9090909091,0.1376411242,0.5,0.1304347826
Graduation,Together,0.2608695652,0.2608695652,0.0869565217,0.2173913043,0.1,0.4,0.3,0.3,0,0,,0.8695652174,0.1739130435,0,0,0.119653331,0.0043063673,0.1818181818,0.0505050505,0.4727272727,0.0100888782,0.25,0.8260869565
Graduation,Married,0.5187969925,0.037593985,0.3984962406,0.030075188,0.4,0.45,0.3,0.25,0,0,,0.5288220551,0.015037594,1,0.3333333333,0.4794887508,0.1199630883,0.4545454545,0.8888888889,0.3818181818,0.1372808071,0.25,0.8695652174
Master,Married,0.4109589041,0.0410958904,0.5205479452,0,0.0769230769,0.3846153846,0.2307692308,0.3846153846,0,0,,0.1643835616,0.0273972603,1,0.1,0.4529458111,0.0196862504,0.0909090909,0.7171717172,0.4909090909,0.0339806722,0,0.0869565217
Master,Married,0.8546255507,0.013215859,0.1145374449,0,0.1176470588,0.4705882353,0.1764705882,0.3529411765,0,0,,0.1101321586,0.0176211454,1,0.2333333333,0.5054013832,0.0670562904,0.3636363636,0.8484848485,0.3818181818,0.0897401478,0.25,0.0434782609
Master,Together,0.4736842105,0,0.4736842105,0.0526315789,0.1,0.5,0.2,0.3,0,0,,0.4210526316,0,1,0,0.3788496892,0.0030759766,0.2727272727,0.4646464646,0.4363636364,0.0072063416,0,0.0869565217
Basic,Single,0.0769230769,0.3846153846,0.2051282051,0.0256410256,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.2820512821,0.3076923077,0,0.0333333333,0.0374244944,0.0092279299,0.1818181818,0.0202020202,0.3636363636,0.0190640491,0,0.7826086957
2n Cycle,Single,0.0740740741,0.3148148148,0.2777777778,0.1481481481,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.6666666667,0.1851851852,1,0.0333333333,0.1328460124,0.0138418948,0.3636363636,0.3939393939,0.3636363636,0.0288908785,0,0.8260869565
Graduation,Together,0.7116920842,0.0689905592,0.1938997821,0.0254175744,0.0384615385,0.3846153846,0.2307692308,0.3846153846,0,0,,0.0472040668,0,0,0.5333333333,0.57567189,0.420793602,0.5454545455,0.797979798,0.3272727273,0.3751732294,0.25,0.652173913
Graduation,Together,0.6593959732,0.0134228188,0.2852348993,0.0251677852,0.375,0.4583333333,0.2083333333,0.3333333333,0,1,,0.1291946309,0.0167785235,1,0.4666666667,0.5400945461,0.1805598277,0.6363636364,0.1313131313,0.7636363636,0.1724717752,0,0
Graduation,Married,0.524256651,0.0125195618,0.4315336463,0.015258216,0.0333333333,0.4,0.3,0.3,0,0,,0.0109546166,0.0164319249,0,0.6666666667,0.860693338,0.7834512458,0.7272727273,0.5656565657,0.6545454545,0.6074945952,0.5,0.6086956522
Graduation,Married,0.2600123229,0.0443622921,0.5354282193,0.0271102896,0.04,0.28,0.4,0.32,0,0,,0.0961182994,0.1330868762,0,0.5,0.5685896875,0.4964626269,0.2727272727,0.595959596,0.4727272727,0.461349988,0.25,0.652173913
Master,Together,0.3793103448,0.0344827586,0.5517241379,0,0.1666666667,0.4166666667,0.25,0.3333333333,0,0,,0.0689655172,0.0344827586,1,0.0666666667,0.2613674166,0.0150722855,0.1818181818,0.8080808081,0.5818181818,0.0283449435,0,0.4782608696
Graduation,Together,0.3523404255,0.034893617,0.3565957447,0.0417021277,0.1333333333,0.3666666667,0.2333333333,0.4,0,0,,0.090212766,0.2144680851,1,0.6666666667,0.6121684321,0.3586588742,0.6363636364,0.9595959596,0.6727272727,0.2757626711,0,0.4347826087
Master,Together,0.3669923996,0.0249728556,0.4875135722,0.105320304,0.0357142857,0.4642857143,0.1428571429,0.3928571429,0,0,,0.0325732899,0.0152008686,1,0.6,0.6296507047,0.280529068,0.8181818182,0.2727272727,0.5090909091,0.2305514567,0,0.1739130435
Graduation,Single,0.2588235294,0.2352941176,0.3882352941,0,0.1538461538,0.5384615385,0.1538461538,0.3076923077,0,0,,0.1529411765,0.1176470588,1,0.1,0.1988794537,0.0233774223,0.3636363636,0.3434343434,0.2909090909,0.0406326798,0,0.652173913
Graduation,Married,0.2894736842,0.0526315789,0.5526315789,0,0.2142857143,0.5,0.2857142857,0.2142857143,0,1,,0.4561403509,0.1052631579,1,0.1333333333,0.2399107065,0.0322977545,0.3636363636,0.0303030303,0.3090909091,0.0521945026,0,0.8260869565
Graduation,Married,0.488700565,0.0480225989,0.3389830508,0.0451977401,0.1052631579,0.3684210526,0.2105263158,0.4210526316,0,0,,0.2062146893,0.0790960452,1,0.3,0.6240392191,0.1061211935,0.2727272727,0.7878787879,0.8363636364,0.1277798147,0,0.0869565217
Basic,Together,0.0322580645,0.1612903226,0.3548387097,0,0.1,0.5,0.2,0.3,0,0,,0.5483870968,0.4516129032,0,0,0.28888208,0.0067671486,0.3636363636,0.9090909091,0.3636363636,0.0158539515,0,0.8695652174
Graduation,Married,0.4893617021,0.0425531915,0.3829787234,0.0425531915,0.1818181818,0.4545454545,0.1818181818,0.3636363636,0,0,,0.0638297872,0.0425531915,1,0.0333333333,0.3413726692,0.0116887112,0.2727272727,0.2323232323,0.7272727273,0.0243050248,0,0.7826086957
2n Cycle,Together,0.1007194245,0.3884892086,0.1223021583,0.0143884892,0.0769230769,0.3846153846,0.2307692308,0.3846153846,0,0,,0.3309352518,0.3741007194,0,0.1,0.3679243631,0.0399876961,0.0909090909,0.9696969697,0.1818181818,0.0705667141,0,0.0869565217
2n Cycle,Divorced,0.8333333333,0,0.1666666667,0,0.1,0.5,0.2,0.3,0,0,,0,0,1,0,0.2623566489,0.000922793,0.2727272727,0,0.4181818182,0.0021619025,0,0.0434782609
Graduation,Together,0.123853211,0.1467889908,0.4678899083,0.252293578,0.0625,0.5,0.1875,0.3125,0,0,,0.2155963303,0.0091743119,0,0.2,0.2499518515,0.0642879114,0.3636363636,0.1616161616,0.4363636364,0.0917006966,0,0.6956521739
Graduation,Single,0.8152173913,0,0.1847826087,0,0.2307692308,0.4615384615,0.2307692308,0.3076923077,0,0,,0.2717391304,0,1,0.1,0.384662523,0.025530606,0.3636363636,0.7070707071,0.8181818182,0.0445130176,0,0.5217391304
Graduation,Single,0.2040816327,0.0612244898,0.4897959184,0.1632653061,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.5714285714,0.0816326531,1,0.0333333333,0.2434561849,0.0123039065,0.3636363636,0.1414141414,0.4545454545,0.0256152687,0,0.8260869565
Graduation,Together,0.1590909091,0.3863636364,0.1136363636,0.1590909091,0.1666666667,0.4166666667,0.25,0.3333333333,0,0,,0.5909090909,0.1818181818,1,0.0666666667,0.1285826841,0.0107659182,0.0909090909,0.6565656566,0.8181818182,0.019937545,0,0.652173913
Basic,Single,0.0610687023,0.106870229,0.320610687,0.1603053435,0.1538461538,0.5384615385,0.1538461538,0.3076923077,0,0,,0.3282442748,0.3511450382,1,0.1,0.1850914821,0.0375269148,0.4545454545,0.6868686869,0.1454545455,0.0661320423,0,0.9565217391
Master,Together,0.6646706587,0.0119760479,0.3053892216,0.005988024,0.1333333333,0.4666666667,0.2,0.3333333333,0,1,,0.1976047904,0.0119760479,1,0.1666666667,0.2449531647,0.0486004306,0.3636363636,0,0.3272727273,0.0737448955,0.25,0.5652173913
Basic,Together,0.0487804878,0.0365853659,0.0243902439,0.012195122,0.2142857143,0.5,0.2142857143,0.2857142857,0,0,,0.3902439024,0.8780487805,1,0.1333333333,0.1411187954,0.0224546293,0.2727272727,0.3838383838,0.2545454545,0.0357228647,0,0.3913043478
Graduation,Married,0.581027668,0.0118577075,0.3754940711,0.0158102767,0.1176470588,0.4117647059,0.2352941176,0.3529411765,0,0,,0.1343873518,0.0158102767,1,0.2333333333,0.3810207476,0.0750538296,0.2727272727,0.1313131313,0.3818181818,0.1007616114,0,0.7391304348
2n Cycle,Married,0.3526011561,0.0366088632,0.5789980732,0.0096339114,0.03125,0.25,0.3125,0.4375,0,1,,0.0284200385,0.0221579961,1,0.7333333333,0.9180513,0.6358043679,0.3636363636,0.0202020202,0.5636363636,0.4610257026,0.25,0.7391304348
2n Cycle,Single,0.3818503241,0.0878020035,0.4401885681,0.0530347672,0.03125,0.375,0.375,0.25,0,1,,0.0253388332,0.0371243371,0,0.7333333333,0.9042370656,0.5192248539,0.7272727273,0.101010101,0.2181818182,0.3756755945,0.25,0.0869565217
Graduation,Married,0.5238095238,0,0.4285714286,0.0476190476,0.1,0.5,0.2,0.3,0,0,,0.7142857143,0,1,0,0.1881204587,0.0036911719,0.3636363636,0.2626262626,0.4909090909,0.0086476099,0.25,0.5217391304
Basic,Single,0.4157060519,0.023054755,0.3760806916,0.0280979827,0.0909090909,0.4242424242,0.1515151515,0.4242424242,0,0,,0.0403458213,0.1570605187,1,0.7666666667,0.7132802241,0.4241771763,0.9090909091,0.101010101,0.7636363636,0.2966173869,0,0.3913043478
Graduation,Married,0.4146254881,0.0486332978,0.4756833511,0.0291089812,0,0.3125,0.3125,0.375,0,0,,0.0422435215,0.0319488818,0,0.7333333333,0.8955178149,0.8637342356,0.5454545455,0.8181818182,0.3636363636,0.6278975498,0.5,0.5217391304
2n Cycle,Married,0.0434782609,0.0652173913,0.1304347826,0.1956521739,0.0833333333,0.4166666667,0.1666666667,0.4166666667,0,0,,0.1304347826,0.5652173913,1,0.0666666667,0.1881467215,0.0113811135,0.0909090909,0.4848484848,0.3818181818,0.021138602,0,0.3913043478
2n Cycle,Single,0.2830188679,0.1132075472,0.4528301887,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.1320754717,0.1509433962,1,0.0333333333,0.2235052088,0.0135342971,0.3636363636,0.3232323232,0.2727272727,0.0282357566,0,0.8260869565
Graduation,Married,0.0603773585,0.1132075472,0.3471698113,0.1245283019,0.125,0.5625,0.1875,0.25,0,0,,0.1056603774,0.3547169811,0,0.2,0.1578131839,0.0787450015,0.4545454545,0.0303030303,0.6909090909,0.112869325,0,0.652173913
2n Cycle,Single,0.6912568306,0,0.1530054645,0.1010928962,0.2272727273,0.2727272727,0.2272727273,0.5,0,0,,0.0355191257,0.0546448087,1,0.4,0.5555983542,0.3349738542,0.3636363636,0.7373737374,0.8363636364,0.3531762496,0.25,0.5652173913
Graduation,Together,0.5572519084,0,0.3969465649,0.0152671756,0.45,0.5,0.2,0.3,0,0,,0.1094147583,0.0305343511,1,0.3333333333,0.3733782719,0.1181175023,0.5454545455,0.4545454545,0.5454545455,0.1351189046,0,0.7826086957
Basic,Married,0.0357142857,0,0.2142857143,0.3214285714,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.4642857143,0.4285714286,1,0.0333333333,0.1544077738,0.0058443556,0.0909090909,0.303030303,0.4363636364,0.0118577075,0,0.5652173913
Graduation,Married,0.4036697248,0.0091743119,0.3165137615,0.1055045872,0.125,0.3125,0.4375,0.25,0,0,,0.2339449541,0.1651376147,1,0.2,0.5530946336,0.0642879114,0.0909090909,0.5353535354,0.5818181818,0.0917006966,0,0.5217391304
Graduation,Married,0.9045437682,0,0.0875364937,0,0.1052631579,0.3684210526,0.1578947368,0.4736842105,0,0,,0.0389051083,0.0079197381,1,0.3,0.5071114957,0.092107901,0.2727272727,0.202020202,0.5454545455,0.1105008228,0.25,0.2173913043
2n Cycle,Single,0.3242105263,0.0185263158,0.5621052632,0.0728421053,0.0416666667,0.4583333333,0.2083333333,0.3333333333,0,1,,0.0134736842,0.0223157895,0,0.4666666667,0.8041063814,0.7277760689,0.6363636364,0.2929292929,0.1636363636,0.7066418448,0.25,0.7826086957
Basic,Together,0.0416666667,0.25,0.375,0.1666666667,0.0769230769,0.5384615385,0.1538461538,0.3076923077,0,0,,0.3333333333,0.1666666667,0,0.1,0.1439114068,0.0193786527,0.3636363636,0.1616161616,0.1272727273,0.0334263383,0,0.4347826087
Graduation,Married,0.4105263158,0.0315789474,0.4631578947,0.0315789474,0.2857142857,0.5,0.2142857143,0.2857142857,0,0,,0.0631578947,0.0631578947,1,0.1333333333,0.2968572179,0.026453399,0.2727272727,0.4949494949,0.3272727273,0.0424144676,0,0.5652173913
Graduation,Married,0.6115107914,0.0791366906,0.2589928058,0.0071942446,0.0714285714,0.5,0.2142857143,0.2857142857,0,0,,0.2589928058,0.0431654676,1,0.1333333333,0.4511599405,0.0399876961,0.2727272727,0.0404040404,0.3454545455,0.0650629697,0,0.0869565217
Graduation,Married,0.2823834197,0.0906735751,0.2642487047,0.103626943,0.0526315789,0.3684210526,0.2105263158,0.4210526316,0,0,,0.0284974093,0.2590673575,1,0.3,0.5528582684,0.1159643187,0.2727272727,0.5656565657,0.5818181818,0.139916811,0,0.0434782609
Graduation,Married,0.5632768362,0.0129943503,0.3508474576,0.0389830508,0.0333333333,0.3,0.2666666667,0.4333333333,0,0,,0.0559322034,0.0338983051,0,0.6666666667,0.8131576644,0.5416794832,0.4545454545,0.9898989899,0.6181818182,0.4186884458,0.75,0.347826087
Master,Divorced,0.4434782609,0.0608695652,0.4130434783,0.0043478261,0.0625,0.5,0.1875,0.3125,0,0,,0.1391304348,0.0782608696,0,0.2,0.4571040882,0.0679790834,0.3636363636,0.8686868687,0.8727272727,0.0971054528,0,0.6086956522
2n Cycle,Divorced,0.3139534884,0.0697674419,0.3372093023,0.023255814,0.2142857143,0.5,0.1428571429,0.3571428571,1,0,,0.0930232558,0.2558139535,1,0.1333333333,0.1791911057,0.02368502,0.2727272727,0.6464646465,0.3818181818,0.0377818194,0,0.1739130435
Graduation,Together,0.7333333333,0.0119047619,0.2333333333,0.0071428571,0.3333333333,0.5714285714,0.1428571429,0.2857142857,0,0,,0.119047619,0.0142857143,1,0.3666666667,0.3505996673,0.1264226392,0.7272727273,0.3434343434,0.4545454545,0.1376411242,0.25,0.2173913043
Graduation,Married,0.9254498715,0,0.0745501285,0,0.2380952381,0.4761904762,0.1428571429,0.380952381,0,0,,0.1413881748,0,1,0.3666666667,0.3171408562,0.1168871117,0.5454545455,0.0606060606,0.5272727273,0.1270031914,0,0.4782608696
Graduation,Single,0.6289855072,0.0260869565,0.2927536232,0.0173913043,0.4210526316,0.4210526316,0.1578947368,0.4210526316,0,1,,0.5072463768,0.0347826087,1,0.3,0.5297207389,0.1033528145,0.3636363636,0,0.7454545455,0.1243662844,0,0.7391304348
Graduation,Married,0.4644268775,0.0296442688,0.2424242424,0.022397892,0.1,0.5,0.3333333333,0.1666666667,0,0,,0.0783926219,0.2411067194,1,0.6666666667,0.6492781833,0.4641648723,1,0.8080808081,0.4727272727,0.3581551765,0,0.9130434783
2n Cycle,Divorced,0.575389948,0,0.2183708839,0.0537261698,0.0869565217,0.5217391304,0.2173913043,0.2608695652,0,0,,0.0433275563,0.1525129983,1,0.4333333333,0.513113893,0.1747154722,0.7272727273,0.2929292929,0.7454545455,0.1742994705,0,0.7391304348
Graduation,Together,0.3714232437,0.0229947234,0.5222530394,0.0280613573,0.037037037,0.3333333333,0.3333333333,0.3333333333,0,1,,0.0802866613,0.0552676362,0,0.5666666667,0.7310182217,0.7864675591,0.4545454545,0.0606060606,0.3636363636,0.6783318746,0.25,0.7391304348
2n Cycle,Widow,0.8500727802,0,0.0858806405,0.0262008734,0.1538461538,0.5384615385,0.1153846154,0.3461538462,0,0,,0.0247452693,0.037845706,1,0.5333333333,0.5453996323,0.208551215,0.9090909091,0.2929292929,0.7272727273,0.1839280105,0.25,0
Graduation,Divorced,0.2941176471,0.1764705882,0.1764705882,0.1176470588,0.1,0.4,0.2,0.4,0,0,,0,0.2352941176,0,0,0.2263591001,0.0024607813,0,0.8787878788,0.2727272727,0.0057650733,0,0.2608695652
Graduation,Widow,0.2192192192,0.0690690691,0.6096096096,0.0600600601,0.2222222222,0.5,0.1666666667,0.3333333333,0,1,,0.2852852853,0.042042042,1,0.2666666667,0.2875601856,0.0996616426,0.4545454545,0.3131313131,0.4909090909,0.1268316118,0,0.8260869565
Graduation,Married,0.2142857143,0.1753246753,0.4415584416,0.0519480519,0.0714285714,0.5714285714,0.1428571429,0.2857142857,0,0,,0.2532467532,0.1168831169,0,0.1333333333,0.3068721001,0.044601661,0.4545454545,0.4141414141,0.7454545455,0.07278405,0,0.4782608696
Graduation,Married,0.3168316832,0,0.3465346535,0.0594059406,0.0714285714,0.4285714286,0.2142857143,0.3571428571,0,0,,0.0693069307,0.2772277228,0,0.1333333333,0.3073360763,0.0282989849,0.1818181818,0.1717171717,0.9454545455,0.0455028997,0,0.5652173913
Master,Single,0.5080645161,0.0967741935,0.2177419355,0,0.0526315789,0.4736842105,0.1578947368,0.3684210526,0,0,,0.1195331886,0.1774193548,1,0.3,0.5745688523,0.1116579514,0.4545454545,0.1414141414,0.8363636364,0.1346068751,0,0.1304347826
Graduation,Divorced,0.5075921909,0.114967462,0.2407809111,0.0542299349,0.0952380952,0.3333333333,0.1904761905,0.4761904762,0,0,,0.0650759219,0.0824295011,0,0.3666666667,0.4376433511,0.1390341433,0.2727272727,0.7474747475,0.7090909091,0.1517106482,0,0.7826086957
Graduation,Together,0.1561365287,0.0319535221,0.6528685548,0.1205519245,0,0.35,0.4,0.25,0,0,,0.0718954248,0.0384894699,0,0.3333333333,0.8046310076,0.420793602,0.2727272727,0.7171717172,0.3636363636,0.4896709104,0,0
2n Cycle,Together,0.6121212121,0.0090909091,0.3606060606,0.0060606061,0.3684210526,0.5263157895,0.1578947368,0.3157894737,0,0,,0.1515151515,0.0121212121,1,0.3,0.4583034229,0.0987388496,0.5454545455,0.6363636364,0.3454545455,0.1186770674,0,0.5652173913
Graduation,Married,0.6242774566,0.0404624277,0.2485549133,0.0173410405,0.1052631579,0.4210526316,0.2105263158,0.3684210526,0,0,,0.0693641618,0.0693641618,1,0.3,0.541302635,0.1036604122,0.3636363636,0.4646464646,0.6909090909,0.1247455656,0,0.0869565217
2n Cycle,Divorced,0.1493506494,0.1688311688,0.2272727273,0.1948051948,0.0714285714,0.4285714286,0.2142857143,0.3571428571,0,0,,0.0779220779,0.2597402597,1,0.1333333333,0.4309813534,0.044601661,0.1818181818,0.3232323232,0.3818181818,0.07278405,0,0.2608695652
2n Cycle,Together,0.4291158537,0.0495426829,0.1387195122,0.118902439,0.0333333333,0.3666666667,0.2,0.4333333333,0,0,,0.1288109756,0.2637195122,0,0.6666666667,0.8968659722,0.4007997539,0.6363636364,0.0606060606,0.6727272727,0.308671631,0.25,0.6086956522
Master,Together,0.8697368421,0,0.1302631579,0,0.1052631579,0.4210526316,0.2631578947,0.3157894737,0,0,,0.025,0,1,0.3,0.655361989,0.4647800677,0.3636363636,0.1616161616,0.5090909091,0.570021619,0,0.347826087
2n Cycle,Married,0.1748366013,0.045751634,0.5996732026,0.1348039216,0.05,0.4,0.35,0.25,0,0,,0.0808823529,0.0449346405,0,0.3333333333,0.8264816598,0.3737311596,0.3636363636,0.6060606061,0.3454545455,0.4345423973,0,0.8260869565
Graduation,Divorced,0.8076563668,0.0156522552,0.1690443558,0,0.1578947368,0.5263157895,0.1578947368,0.3157894737,0,0,,0.1220875903,0.0076470222,1,0.3,0.3637048061,0.0954914753,0.5454545455,0.6767676768,0.4909090909,0.1146729153,0,0.4782608696
Basic,Married,0,0.4090909091,0.2272727273,0.0909090909,0.1818181818,0.4545454545,0.2727272727,0.2727272727,0,0,,0.9090909091,0.2727272727,1,0.0333333333,0.0967609209,0.0039987696,0.2727272727,0.2323232323,0.7272727273,0.0079269757,0,0.652173913
2n Cycle,Single,0.7846715328,0.0109489051,0.1824817518,0.0072992701,0.3888888889,0.5,0.2777777778,0.2222222222,0,1,,0.3905109489,0.0145985401,1,0.2666666667,0.3705331349,0.0815133805,0.4545454545,0.3333333333,0.4181818182,0.1032108255,0.25,0.347826087
Basic,Single,0.388,0.0702857143,0.44,0.0771428571,0.0454545455,0.3181818182,0.4090909091,0.2727272727,0,0,,0.1725714286,0.0245714286,1,0.4,0.6624529458,0.53552753,0.2727272727,0.8383838384,0.3090909091,0.5667460092,0.25,0.9565217391
Graduation,Single,0.3739090492,0.0711988976,0.4175470831,0.0427193385,0.0606060606,0.4242424242,0.3939393939,0.1818181818,0,0,,0.0514469453,0.0946256316,1,0.7666666667,0.6743324871,0.6668717318,0.9090909091,0.898989899,0.6,0.4689144629,0,0.6956521739
Graduation,Together,0.8441558442,0,0.1558441558,0,0.3333333333,0.4666666667,0.2,0.3333333333,0,0,,0.0454545455,0,1,0.1666666667,0.300849164,0.044601661,0.2727272727,0.4848484848,0.6727272727,0.0674993995,0.25,0.4782608696
Graduation,Married,0.6055846422,0.0244328098,0.2722513089,0.0314136126,0.1304347826,0.4347826087,0.1739130435,0.3913043478,0,0,,0.0209424084,0.0663176265,1,0.4333333333,0.3972073886,0.1734850815,0.5454545455,0.6363636364,0.5818181818,0.1730461937,0,0.4782608696
Basic,Divorced,0.2383419689,0.1010362694,0.481865285,0.0751295337,0.1052631579,0.5263157895,0.1578947368,0.3157894737,0,0,,0.1088082902,0.103626943,1,0.3,0.4278123085,0.1159643187,0.5454545455,0.2323232323,0.7818181818,0.139916811,0,0.6956521739
Basic,Married,0.0571428571,0.4714285714,0.2428571429,0.0285714286,0.1538461538,0.5384615385,0.1538461538,0.3076923077,0,0,,0.6,0.2,1,0.1,0.1693075374,0.0187634574,0.3636363636,0.7676767677,0.4,0.0323176703,0,0.8260869565
Master,Single,0.7446808511,0,0.2042553191,0.0170212766,0.4090909091,0.5454545455,0.1363636364,0.3181818182,0,0,,0.1425531915,0.0340425532,1,0.4,0.4084216055,0.1418025223,0.7272727273,0.5555555556,0.6727272727,0.1474679536,0.25,0.7391304348
PhD,Married,0.8076171875,0,0.18359375,0.0087890625,0.0952380952,0.3333333333,0.1904761905,0.4761904762,0,0,,0.0244140625,0,1,0.3666666667,0.6515013569,0.3122116272,0.2727272727,0.8787878788,0.4,0.3449092344,0.25,0.2173913043
Graduation,Divorced,0.5010380623,0.0373702422,0.4131487889,0.0152249135,0.0857142857,0.4,0.2857142857,0.3142857143,0,1,,0.0325259516,0.0332179931,1,0.8333333333,0.5675654382,0.441710243,0.9090909091,0.1414141414,0.4909090909,0.2910332521,0,0.8695652174
PhD,Together,0.7368421053,0,0.2631578947,0,0.1,0.5,0.2,0.3,0,0,,0,0,1,0,0.1919373194,0.0030759766,0.2727272727,0.9696969697,0.5272727273,0.0072063416,0,0.2173913043
2n Cycle,Together,0.3968253968,0.0361904762,0.3885714286,0.0653968254,0.0384615385,0.3076923077,0.2692307692,0.4230769231,0,0,,0.0101587302,0.113015873,0,0.5333333333,0.7810207476,0.4816979391,0.3636363636,0.0505050505,0.1636363636,0.4300522922,0,0.1739130435
